panel_order,panel_label,panel_col,panel_row,section,force_pair,group,n_subjects,mean_pct,sd_pct,sem_pct,median_pct,q1_pct,q3_pct,iqr_pct,whisker_lo_pct,whisker_hi_pct,min_pct,max_pct,statistical_test,contrast,p_value,significance,subject_id,accuracy_pct,mean_same_trial_pct,mean_diff_trial_pct,same_trial_accuracy_pct,diff_trial_accuracy_pct,n_trials
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P78,91.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P79,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P80,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P81,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P82,50.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P83,91.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P84,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P85,91.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P86,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P87,100.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P88,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P89,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,On-nail,,,,,,,,,,,,,,,,,P90,58.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P76,91.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P77,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P78,91.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P79,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P80,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P81,100.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P82,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P83,91.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P84,100.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P85,91.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P86,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P87,83.333300,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P88,75.000000,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P89,66.666700,,,,,
"(3,2)","(3,2) On-nail vs Off-nail — High band",3,2,subject_data,26–60,Off-nail,,,,,,,,,,,,,,,,,P90,91.666700,,,,,
